Car Name,Brand,Country of Origin,Body Style,Segment,Sales,Month
Palio,Fiat,Italy,Hatchback,B1,0,2024-12-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-01-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-02-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-03-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-04-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-05-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-06-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-07-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-08-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-09-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-10-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-11-01
Palio,Fiat,Italy,Hatchback,B1,0,2025-12-01
Passat,Volkswagen,Germany,Sedan,D2,2,2011-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2011-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2011-03-01
Passat,Volkswagen,Germany,Sedan,D2,196,2011-04-01
Passat,Volkswagen,Germany,Sedan,D2,184,2011-05-01
Passat,Volkswagen,Germany,Sedan,D2,197,2011-06-01
Passat,Volkswagen,Germany,Sedan,D2,61,2011-07-01
Passat,Volkswagen,Germany,Sedan,D2,133,2011-08-01
Passat,Volkswagen,Germany,Sedan,D2,85,2011-09-01
Passat,Volkswagen,Germany,Sedan,D2,63,2011-10-01
Passat,Volkswagen,Germany,Sedan,D2,140,2011-11-01
Passat,Volkswagen,Germany,Sedan,D2,111,2011-12-01
Passat,Volkswagen,Germany,Sedan,D2,136,2012-01-01
Passat,Volkswagen,Germany,Sedan,D2,116,2012-02-01
Passat,Volkswagen,Germany,Sedan,D2,142,2012-03-01
Passat,Volkswagen,Germany,Sedan,D2,75,2012-04-01
Passat,Volkswagen,Germany,Sedan,D2,168,2012-05-01
Passat,Volkswagen,Germany,Sedan,D2,90,2012-06-01
Passat,Volkswagen,Germany,Sedan,D2,55,2012-07-01
Passat,Volkswagen,Germany,Sedan,D2,68,2012-08-01
Passat,Volkswagen,Germany,Sedan,D2,78,2012-09-01
Passat,Volkswagen,Germany,Sedan,D2,93,2012-10-01
Passat,Volkswagen,Germany,Sedan,D2,62,2012-11-01
Passat,Volkswagen,Germany,Sedan,D2,96,2012-12-01
Passat,Volkswagen,Germany,Sedan,D2,79,2013-01-01
Passat,Volkswagen,Germany,Sedan,D2,62,2013-02-01
Passat,Volkswagen,Germany,Sedan,D2,108,2013-03-01
Passat,Volkswagen,Germany,Sedan,D2,45,2013-04-01
Passat,Volkswagen,Germany,Sedan,D2,141,2013-05-01
Passat,Volkswagen,Germany,Sedan,D2,4,2013-06-01
Passat,Volkswagen,Germany,Sedan,D2,189,2013-07-01
Passat,Volkswagen,Germany,Sedan,D2,26,2013-08-01
Passat,Volkswagen,Germany,Sedan,D2,16,2013-09-01
Passat,Volkswagen,Germany,Sedan,D2,0,2013-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2013-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2013-12-01
Passat,Volkswagen,Germany,Sedan,D2,0,2014-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2014-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2014-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2014-04-01
Passat,Volkswagen,Germany,Sedan,D2,7,2014-05-01
Passat,Volkswagen,Germany,Sedan,D2,1,2014-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2014-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2014-08-01
Passat,Volkswagen,Germany,Sedan,D2,2,2014-09-01
Passat,Volkswagen,Germany,Sedan,D2,0,2014-10-01
Passat,Volkswagen,Germany,Sedan,D2,3,2014-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2014-12-01
Passat,Volkswagen,Germany,Sedan,D2,2,2015-01-01
Passat,Volkswagen,Germany,Sedan,D2,1,2015-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2015-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2015-04-01
Passat,Volkswagen,Germany,Sedan,D2,0,2015-05-01
Passat,Volkswagen,Germany,Sedan,D2,0,2015-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2015-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2015-08-01
Passat,Volkswagen,Germany,Sedan,D2,0,2015-09-01
Passat,Volkswagen,Germany,Sedan,D2,3,2015-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2015-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2015-12-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-04-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-05-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-08-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-09-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2016-12-01
Passat,Volkswagen,Germany,Sedan,D2,0,2017-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2017-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2017-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2017-04-01
Passat,Volkswagen,Germany,Sedan,D2,0,2017-05-01
Passat,Volkswagen,Germany,Sedan,D2,0,2017-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2017-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2017-08-01
Passat,Volkswagen,Germany,Sedan,D2,39,2017-09-01
Passat,Volkswagen,Germany,Sedan,D2,79,2017-10-01
Passat,Volkswagen,Germany,Sedan,D2,33,2017-11-01
Passat,Volkswagen,Germany,Sedan,D2,53,2017-12-01
Passat,Volkswagen,Germany,Sedan,D2,54,2018-01-01
Passat,Volkswagen,Germany,Sedan,D2,32,2018-02-01
Passat,Volkswagen,Germany,Sedan,D2,72,2018-03-01
Passat,Volkswagen,Germany,Sedan,D2,37,2018-04-01
Passat,Volkswagen,Germany,Sedan,D2,20,2018-05-01
Passat,Volkswagen,Germany,Sedan,D2,39,2018-06-01
Passat,Volkswagen,Germany,Sedan,D2,41,2018-07-01
Passat,Volkswagen,Germany,Sedan,D2,42,2018-08-01
Passat,Volkswagen,Germany,Sedan,D2,37,2018-09-01
Passat,Volkswagen,Germany,Sedan,D2,66,2018-10-01
Passat,Volkswagen,Germany,Sedan,D2,76,2018-11-01
Passat,Volkswagen,Germany,Sedan,D2,102,2018-12-01
Passat,Volkswagen,Germany,Sedan,D2,78,2019-01-01
Passat,Volkswagen,Germany,Sedan,D2,52,2019-02-01
Passat,Volkswagen,Germany,Sedan,D2,115,2019-03-01
Passat,Volkswagen,Germany,Sedan,D2,45,2019-04-01
Passat,Volkswagen,Germany,Sedan,D2,12,2019-05-01
Passat,Volkswagen,Germany,Sedan,D2,2,2019-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2019-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2019-08-01
Passat,Volkswagen,Germany,Sedan,D2,0,2019-09-01
Passat,Volkswagen,Germany,Sedan,D2,1,2019-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2019-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2019-12-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-04-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-05-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-08-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-09-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2020-12-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-04-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-05-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-08-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-09-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2021-12-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-04-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-05-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-08-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-09-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2022-12-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-04-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-05-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-08-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-09-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2023-12-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-04-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-05-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-08-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-09-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2024-12-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-01-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-02-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-03-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-04-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-05-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-06-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-07-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-08-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-09-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-10-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-11-01
Passat,Volkswagen,Germany,Sedan,D2,0,2025-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,1,2011-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2011-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,15,2011-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,1,2011-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,8,2011-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,2,2011-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2011-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2011-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2011-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2011-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2011-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2011-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2012-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2013-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2014-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2015-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2016-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2017-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2018-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2019-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2020-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2021-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2022-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2023-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2024-12-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-01-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-02-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-03-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-04-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-05-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-06-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-07-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-08-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-09-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-10-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-11-01
Phaeton,Volkswagen,Germany,Sedan,D2,0,2025-12-01
Polo,Volkswagen,Germany,Hatchback,B2,3023,2011-01-01
Polo,Volkswagen,Germany,Hatchback,B2,3303,2011-02-01
Polo,Volkswagen,Germany,Hatchback,B2,3881,2011-03-01
Polo,Volkswagen,Germany,Hatchback,B2,3755,2011-04-01
Polo,Volkswagen,Germany,Hatchback,B2,3486,2011-05-01
Polo,Volkswagen,Germany,Hatchback,B2,2679,2011-06-01
Polo,Volkswagen,Germany,Hatchback,B2,3507,2011-07-01
Polo,Volkswagen,Germany,Hatchback,B2,2615,2011-08-01
Polo,Volkswagen,Germany,Hatchback,B2,3050,2011-09-01
Polo,Volkswagen,Germany,Hatchback,B2,3340,2011-10-01
Polo,Volkswagen,Germany,Hatchback,B2,3160,2011-11-01
Polo,Volkswagen,Germany,Hatchback,B2,2835,2011-12-01
Polo,Volkswagen,Germany,Hatchback,B2,3259,2012-01-01
Polo,Volkswagen,Germany,Hatchback,B2,3839,2012-02-01
Polo,Volkswagen,Germany,Hatchback,B2,3940,2012-03-01
Polo,Volkswagen,Germany,Hatchback,B2,3397,2012-04-01
Polo,Volkswagen,Germany,Hatchback,B2,2039,2012-05-01
Polo,Volkswagen,Germany,Hatchback,B2,2418,2012-06-01
Polo,Volkswagen,Germany,Hatchback,B2,3498,2012-07-01
Polo,Volkswagen,Germany,Hatchback,B2,2431,2012-08-01
Polo,Volkswagen,Germany,Hatchback,B2,2974,2012-09-01
Polo,Volkswagen,Germany,Hatchback,B2,3399,2012-10-01
Polo,Volkswagen,Germany,Hatchback,B2,3390,2012-11-01
Polo,Volkswagen,Germany,Hatchback,B2,2096,2012-12-01
Polo,Volkswagen,Germany,Hatchback,B2,4579,2013-01-01
Polo,Volkswagen,Germany,Hatchback,B2,3627,2013-02-01
Polo,Volkswagen,Germany,Hatchback,B2,3001,2013-03-01
Polo,Volkswagen,Germany,Hatchback,B2,2500,2013-04-01
Polo,Volkswagen,Germany,Hatchback,B2,3056,2013-05-01
Polo,Volkswagen,Germany,Hatchback,B2,3200,2013-06-01
Polo,Volkswagen,Germany,Hatchback,B2,2433,2013-07-01
Polo,Volkswagen,Germany,Hatchback,B2,2908,2013-08-01
Polo,Volkswagen,Germany,Hatchback,B2,2869,2013-09-01
Polo,Volkswagen,Germany,Hatchback,B2,2655,2013-10-01
Polo,Volkswagen,Germany,Hatchback,B2,2447,2013-11-01
Polo,Volkswagen,Germany,Hatchback,B2,1856,2013-12-01
Polo,Volkswagen,Germany,Hatchback,B2,2669,2014-01-01
Polo,Volkswagen,Germany,Hatchback,B2,2174,2014-02-01
Polo,Volkswagen,Germany,Hatchback,B2,2113,2014-03-01
Polo,Volkswagen,Germany,Hatchback,B2,1975,2014-04-01
Polo,Volkswagen,Germany,Hatchback,B2,1590,2014-05-01
Polo,Volkswagen,Germany,Hatchback,B2,1690,2014-06-01
Polo,Volkswagen,Germany,Hatchback,B2,2717,2014-07-01
Polo,Volkswagen,Germany,Hatchback,B2,2852,2014-08-01
Polo,Volkswagen,Germany,Hatchback,B2,2388,2014-09-01
Polo,Volkswagen,Germany,Hatchback,B2,2985,2014-10-01
Polo,Volkswagen,Germany,Hatchback,B2,2843,2014-11-01
Polo,Volkswagen,Germany,Hatchback,B2,2961,2014-12-01
Polo,Volkswagen,Germany,Hatchback,B2,2710,2015-01-01
