Car Name,Brand,Country of Origin,Body Style,Segment,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25
EV6,Kia,South Korea,SUV,Premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,152,128,134,0,0,0,1152,83,44,15,42,150,141,25,6,0,1,1,5,15,24,22,33,12,50,68,61,0,0,520,0,0,0,0,0,0,0,0,0
Syros,Kia,South Korea,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5546,5425,5015,4000,3611,774,834,308,465,785,544,1116
Go,Datsun,Japan,Hatchback,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068,2690,1992,1097,800,1098,1018,1354,507,455,840,713,469,1062,659,663,687,696,685,691,494,846,673,1414,659,906,1118,791,941,836,639,867,612,508,824,702,707,607,430,594,404,482,532,579,351,442,411,426,596,380,393,365,300,490,597,857,598,648,422,343,260,279,244,188,149,205,136,282,188,105,88,98,2,0,78,51,37,52,55,43,13,0,30,29,19,30,1,6,1,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Go+,Datsun,Japan,MPV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,816,764,1406,1563,1058,818,690,773,633,796,703,853,740,668,995,890,666,551,600,726,733,556,332,479,550,503,465,497,425,522,386,501,684,437,527,577,467,535,663,457,425,360,326,414,546,840,346,379,335,349,291,251,242,224,193,169,160,189,115,67,55,60,12,0,62,51,57,65,55,30,17,0,30,72,30,31,0,12,13,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redigo,Datsun,Japan,Hatchback,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576,2925,3940,3205,2598,3279,2043,1548,1865,2404,2969,1972,1689,2261,2688,2718,2650,2544,2199,1757,2364,2786,2688,1972,2067,2157,1623,1674,1658,1151,1302,1114,889,1293,1374,979,896,720,649,751,842,709,802,1380,1020,513,139,0,164,404,600,501,612,910,829,502,780,889,835,346,22,149,37,32,78,281,259,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hector,MG,UK,SUV,D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,2018,2608,3536,3239,3021,3130,1218,1402,0,672,1867,2023,2732,2410,3625,3426,3430,3003,3662,4720,2147,1231,3002,3565,3276,2722,2478,1210,1215,2039,2102,2019,1448,1633,2402,1988,1917,2105,1630,1773,1575,2441,2558,4105,3103,2800,2170,2103,2059,2653,2703,2130,2184,1817,1826,1887,1813,1906,1713,1780,1814,1380,1224,1106,1373,449,515,547,977,1098,757,579,379,409,225,278,1147
ZS EV,MG,UK,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,116,0,38,145,82,119,127,125,110,122,124,204,303,156,84,250,297,273,227,125,151,102,56,0,302,228,302,310,411,397,412,784,766,526,471,514,548,463,1397,617,587,421,228,232,428,464,398,582,481,536,537,561,472,484,980,611,483,858,265,399,856,864,360,317,815,380,250,609,400,502
Gloster,MG,UK,SUV,D2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,458,475,463,505,302,129,306,363,351,292,260,102,108,143,151,152,83,51,151,252,185,311,179,106,111,244,101,247,281,271,263,251,240,201,247,172,140,139,168,131,124,135,132,191,236,200,176,138,100,101,102,100,4,0,34,16,16,35,9,5,0
Astor,MG,UK,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,1125,2068,2275,2248,249,2022,1640,1362,1324,980,1774,1434,1687,958,1020,1151,704,592,891,954,814,901,890,726,821,966,1036,1274,1019,991,938,929,937,760,767,548,700,190,264,184,133,84,66,48,179,90,102,149,112
Comet,MG,UK,Hatchback,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,1117,651,1020,1036,698,791,505,920,875,993,1200,1300,1200,1100,1268,1151,600,700,173,291,173,191,823,856,912,1113,1203,1007,897,1143
Windsar,MG,UK,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3116,3144,3785,3277,2431,3641,3660,3939,3799,4308,4511,4741,4445,4025,3596
Fluence,Renault,France,Sedan,D1,0,0,0,0,0,0,212,171,100,119,101,149,102,138,227,177,156,208,102,131,128,107,82,68,108,65,337,39,71,215,10,11,68,12,15,86,2,17,149,25,22,28,10,13,19,14,7,29,41,19,5,7,6,21,5,12,13,38,7,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koleos,Renault,France,SUV,D2,0,0,0,0,0,0,0,0,91,59,73,41,37,34,32,26,17,43,43,29,26,57,31,36,37,28,15,10,3,0,1,10,32,13,7,62,11,10,56,22,23,6,2,5,8,2,3,18,3,4,2,3,1,0,1,1,3,5,6,45,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulse,Renault,France,Hatchback,B2,0,0,0,0,0,0,0,0,0,0,0,0,746,501,746,412,309,536,437,572,524,483,436,515,403,420,541,358,410,497,292,405,344,311,166,644,94,569,488,94,171,201,93,78,54,175,432,348,0,192,460,173,126,198,94,105,81,100,142,209,166,218,101,106,215,99,174,154,237,382,221,215,97,52,77,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duster,Renault,France,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,3184,4211,5406,5251,4485,3554,5590,6313,5362,5146,4523,3089,3967,3973,4657,3624,2613,3046,3292,4494,3153,3327,3816,2821,3101,3410,3417,2673,3257,3085,2993,3800,1707,1429,2310,1005,1109,1009,1727,1675,2323,1349,461,1941,2128,1764,1945,1625,1658,1014,1898,1188,1729,1279,1153,1566,1303,1437,1233,1210,1402,1489,919,798,1369,863,763,1326,1299,1046,1165,587,613,616,750,613,1296,900,557,877,749,672,882,943,967,544,622,505,756,405,642,150,0,138,129,339,477,133,362,416,494,336,337,252,180,32,114,128,153,275,786,221,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scala,Renault,France,Sedan,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,688,737,807,820,812,620,1026,545,670,772,371,340,405,410,232,708,151,213,277,39,107,226,89,38,72,142,86,304,74,211,86,79,92,103,59,30,30,31,77,83,102,78,66,6,34,59,38,31,20,14,38,19,31,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lodgy,Renault,France,MPV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032,1947,1708,522,271,264,300,443,741,423,527,573,391,730,274,234,410,314,314,310,484,456,320,249,240,207,168,280,381,286,250,157,214,90,135,202,143,166,105,97,54,27,25,35,47,49,78,54,46,49,55,9,24,78,48,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwid,Renault,France,Hatchback,A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,5195,5469,6888,5985,7544,9743,9795,5600,9459,9897,10719,10558,9801,7847,8797,6924,9648,10296,7956,6990,5439,7471,7802,9099,8136,5726,6953,5590,6074,5853,5792,5196,4939,5015,5541,5529,6035,5419,5832,4712,5050,5853,5336,5152,4360,2684,2191,2995,5384,4182,5539,3281,4187,1475,0,684,2441,3007,3677,4513,5371,4956,4335,3791,3927,4132,3236,738,2161,3287,2969,2710,2723,926,1056,2344,1924,2461,2066,1520,2560,1329,1704,2001,1894,1497,1827,59,1758,1283,1082,797,1349,762,883,747,869,610,457,856,828,928,977,743,603,565,634,691,706,546,628,569,698,532,595,540,449,265,235,512,554,447,369
Triber,Renault,France,MPV,Utility,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2490,4710,5240,6071,5631,4119,3955,1644,0,931,2064,3076,3906,4159,5272,4809,4971,4082,3553,4133,2426,524,1790,2815,3912,2029,2758,1843,2901,2722,2397,3561,2910,2110,3346,3202,2667,3087,3199,2550,2203,1796,3056,2538,2079,2115,2257,1802,1821,1642,2080,1312,666,2220,2205,2247,1671,2116,1800,1457,1514,1538,2111,1486,1659,1456,1545,1552,1401,1411,1421,1987,1870,2587,3170,2064,2324
Kiger,Renault,France,SUV,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3226,3839,2800,2326,2035,3557,2669,2312,2643,2062,2117,3053,2247,2496,2618,1380,3411,2597,2641,2535,2685,2278,2096,1153,1802,1568,1162,1723,1844,1043,929,980,912,530,865,750,1047,1050,1059,850,1150,810,870,988,1053,779,594,755,433,762,606,551,755,323,910,1166,948,1151,1152
Vento,Volkswagen,Germany,Sedan,C2,2308,3548,3973,2866,2403,2457,2846,3019,3285,3474,3055,2437,0,0,0,0,0,0,1546,1556,1905,1894,2023,1975,2024,1909,3055,1979,1653,1945,1872,1732,1585,2049,1637,1050,1294,1191,1346,817,836,1211,529,920,1450,1533,894,1012,1019,1159,1469,1088,33,1530,1271,1235,1097,1147,721,781,1393,1110,1094,973,995,919,947,786,871,1001,632,680,543,630,1432,564,530,582,648,876,794,411,460,548,562,505,740,466,545,599,513,542,430,480,401,574,562,351,448,337,654,449,374,283,455,729,495,469,250,143,19,0,178,282,210,172,208,231,125,348,220,186,137,170,169,178,186,175,161,127,107,70,139,277,175,57,4,53,42,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Fe,Hyundai,South Korea,SUV,D2,5,126,121,32,122,100,141,226,198,190,122,67,144,147,122,70,71,87,85,65,56,56,53,46,55,66,50,39,50,33,26,30,21,29,74,25,54,130,187,138,250,256,208,157,135,116,63,75,137,142,200,127,122,117,121,83,56,81,43,51,29,78,52,26,32,26,23,23,28,20,10,33,2,15,21,21,7,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fiesta + Classic,Ford,USA,Sedan,C2,0,0,0,0,0,0,1262,1544,1653,1549,1388,968,1411,1389,1564,980,913,1095,1192,1300,1287,1660,881,1574,723,503,742,507,413,364,400,330,711,801,351,50,438,205,475,438,468,574,642,593,586,476,412,218,301,349,429,223,46,20,14,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiago,Tata,India,Hatchback,B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,0,3022,3287,4205,5114,4527,4557,6108,6008,4013,5399,5365,4619,4115,4901,5438,6274,7036,8316,6990,7416,5242,8287,6718,8123,7052,7060,8327,8009,9277,8377,7549,7879,5628,8041,8286,6884,5309,3535,5537,4689,3037,3068,5460,4811,4558,4313,3921,1127,0,857,4069,5337,5743,6080,6083,5890,6066,6909,6787,6893,6656,2582,4881,6794,5658,5121,4040,4998,3675,5195,4489,4002,5062,4561,5310,6159,7209,6936,7187,5097,6052,9032,7457,7366,8450,8133,8135,8982,9463,6789,5356,5508,4852,6482,9947,6381,6796,5927,5174,5665,4733,4225,4682,5319,5006,6807,6954,7946,8277,6407,6032,5575,5250,8322,8850,5988,5826
Hexa,Tata,India,MPV,D1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,1026,940,1213,727,550,1564,1715,1245,1041,764,1219,873,895,1404,818,814,757,838,759,692,745,487,682,309,280,366,288,301,253,164,136,148,229,126,317,46,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand i10,Hyundai,South Korea,Hatchback,B2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1847,8411,11519,11007,9077,9738,10576,10614,9612,9317,7901,7023,6677,7285,8400,8396,8210,8724,8687,8856,8792,10112,8970,8691,10255,11241,14079,12899,12749,9934,8898,9544,9840,12055,12678,11961,12957,12212,14530,11059,10519,13010,12862,12545,12001,12984,12317,12002,12306,14099,14417,13249,12995,12109,10198,12476,12174,10939,10343,10775,11489,11224,11820,9252,11450,10285,9065,7225,9610,8102,6907,5081,9403,9358,9873,10186,7598,8774,10497,4293,0,718,3593,8368,10190,10385,14003,10936,10263,10865,10270,11020,11540,3804,8787,9379,8023,4168,6042,5466,6151,6841,8552,9687,9123,9138,8992,10000,9274,9459,8855,7961,8340,8760,9635,9304,6839,6385,6321,5337,7306,5223,6552,4708,5247,6865,4947,5034,5117,5328,4948,4992,5365,5103,6235,5667,4489,5311,4940,4990,4137,4344,4237,3560,3908,4238,5426,4559,4010
WRV,Honda,Japan,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,3833,3266,2814,4342,4894,5200,4834,3443,3521,3760,4273,3364,4411,2949,1962,2783,2286,2822,2421,3253,2786,2425,3393,2278,2552,1604,1520,1268,1327,1178,1341,1367,721,1398,116,0,86,0,114,658,733,729,1124,1100,958,930,1211,1004,978,1194,192,466,708,672,687,728,120,85,494,489,251,635,546,599,527,415,594,653,430,359,183,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tigor,Tata,India,Sedan,C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3011,3638,2344,2163,1967,2103,1770,1945,2564,1270,3172,2846,2076,2607,3071,2674,2269,1646,1843,2927,2156,1751,2365,1259,1236,520,306,1438,1014,833,737,1152,765,1487,891,782,124,0,132,553,727,1016,1406,1501,1259,1822,2025,1939,2097,1627,367,1076,1636,1673,1304,1377,1785,1994,2952,4091,4007,3803,3975,4931,5433,3486,3700,4001,4301,3669,31106,3064,2705,3154,2701,3335,2684,2947,1534,1563,1775,1960,1539,1712,2017,2153,2098,1371,1495,1148,894,926,859,1054,1484,1550,1467,1296,1076,788,968,805,966,1196,488,775
Captur,Renault,France,SUV,C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,227,376,333,302,188,324,427,518,349,262,256,67,88,164,556,343,125,76,103,24,32,18,222,118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EV9,Kia,South Korea,SUV,Premium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,1,0
